epoch	eR [deg]	eT [m]	speed (raw) [-]	speed (thr) [-]	keypoint_rmse_px [pix]	keypoint_rmse_px_median [pix]	keypoint_rmse_norm_input [-]	keypoint_rmse_norm_input_median [-]	keypoint_rmse_norm_bbox [-]	keypoint_rmse_norm_bbox_median [-]	pck_0.05_bbox_pct [%]	pck_0.10_bbox_pct [%]	keypoint_inside_pct [%]	valid_kpt_pct [%]	heatmap_peak_mean [-]	heatmap_peak_std [-]	heatmap_entropy [-]	heatmap_entropy_std [-]	heatmap_entropy_beta [-]	heatmap_entropy_beta_std [-]	collapsed_keypoint_distance [pix]	collapsed_keypoint_spread_min_px [pix]	per_keypoint_rmse_px_00 [pix]	per_keypoint_rmse_px_01 [pix]	per_keypoint_rmse_px_02 [pix]	per_keypoint_rmse_px_03 [pix]	per_keypoint_rmse_px_04 [pix]	per_keypoint_rmse_px_05 [pix]	per_keypoint_rmse_px_06 [pix]	per_keypoint_rmse_px_07 [pix]	per_keypoint_rmse_px_08 [pix]	per_keypoint_rmse_px_09 [pix]	per_keypoint_rmse_px_10 [pix]	per_keypoint_pck5_pct_00 [%]	per_keypoint_pck5_pct_01 [%]	per_keypoint_pck5_pct_02 [%]	per_keypoint_pck5_pct_03 [%]	per_keypoint_pck5_pct_04 [%]	per_keypoint_pck5_pct_05 [%]	per_keypoint_pck5_pct_06 [%]	per_keypoint_pck5_pct_07 [%]	per_keypoint_pck5_pct_08 [%]	per_keypoint_pck5_pct_09 [%]	per_keypoint_pck5_pct_10 [%]	per_keypoint_pck10_pct_00 [%]	per_keypoint_pck10_pct_01 [%]	per_keypoint_pck10_pct_02 [%]	per_keypoint_pck10_pct_03 [%]	per_keypoint_pck10_pct_04 [%]	per_keypoint_pck10_pct_05 [%]	per_keypoint_pck10_pct_06 [%]	per_keypoint_pck10_pct_07 [%]	per_keypoint_pck10_pct_08 [%]	per_keypoint_pck10_pct_09 [%]	per_keypoint_pck10_pct_10 [%]	per_keypoint_pck05_bbox_pct_00 [%]	per_keypoint_pck05_bbox_pct_01 [%]	per_keypoint_pck05_bbox_pct_02 [%]	per_keypoint_pck05_bbox_pct_03 [%]	per_keypoint_pck05_bbox_pct_04 [%]	per_keypoint_pck05_bbox_pct_05 [%]	per_keypoint_pck05_bbox_pct_06 [%]	per_keypoint_pck05_bbox_pct_07 [%]	per_keypoint_pck05_bbox_pct_08 [%]	per_keypoint_pck05_bbox_pct_09 [%]	per_keypoint_pck05_bbox_pct_10 [%]	per_keypoint_pck10_bbox_pct_00 [%]	per_keypoint_pck10_bbox_pct_01 [%]	per_keypoint_pck10_bbox_pct_02 [%]	per_keypoint_pck10_bbox_pct_03 [%]	per_keypoint_pck10_bbox_pct_04 [%]	per_keypoint_pck10_bbox_pct_05 [%]	per_keypoint_pck10_bbox_pct_06 [%]	per_keypoint_pck10_bbox_pct_07 [%]	per_keypoint_pck10_bbox_pct_08 [%]	per_keypoint_pck10_bbox_pct_09 [%]	per_keypoint_pck10_bbox_pct_10 [%]	per_keypoint_peak_00 [-]	per_keypoint_peak_01 [-]	per_keypoint_peak_02 [-]	per_keypoint_peak_03 [-]	per_keypoint_peak_04 [-]	per_keypoint_peak_05 [-]	per_keypoint_peak_06 [-]	per_keypoint_peak_07 [-]	per_keypoint_peak_08 [-]	per_keypoint_peak_09 [-]	per_keypoint_peak_10 [-]	per_keypoint_peak2_00 [-]	per_keypoint_peak2_01 [-]	per_keypoint_peak2_02 [-]	per_keypoint_peak2_03 [-]	per_keypoint_peak2_04 [-]	per_keypoint_peak2_05 [-]	per_keypoint_peak2_06 [-]	per_keypoint_peak2_07 [-]	per_keypoint_peak2_08 [-]	per_keypoint_peak2_09 [-]	per_keypoint_peak2_10 [-]	per_keypoint_peak_ratio_00 [-]	per_keypoint_peak_ratio_01 [-]	per_keypoint_peak_ratio_02 [-]	per_keypoint_peak_ratio_03 [-]	per_keypoint_peak_ratio_04 [-]	per_keypoint_peak_ratio_05 [-]	per_keypoint_peak_ratio_06 [-]	per_keypoint_peak_ratio_07 [-]	per_keypoint_peak_ratio_08 [-]	per_keypoint_peak_ratio_09 [-]	per_keypoint_peak_ratio_10 [-]	per_keypoint_top1_to_gt_dist_hm_px_00 [pix]	per_keypoint_top1_to_gt_dist_hm_px_01 [pix]	per_keypoint_top1_to_gt_dist_hm_px_02 [pix]	per_keypoint_top1_to_gt_dist_hm_px_03 [pix]	per_keypoint_top1_to_gt_dist_hm_px_04 [pix]	per_keypoint_top1_to_gt_dist_hm_px_05 [pix]	per_keypoint_top1_to_gt_dist_hm_px_06 [pix]	per_keypoint_top1_to_gt_dist_hm_px_07 [pix]	per_keypoint_top1_to_gt_dist_hm_px_08 [pix]	per_keypoint_top1_to_gt_dist_hm_px_09 [pix]	per_keypoint_top1_to_gt_dist_hm_px_10 [pix]	per_keypoint_top2_to_gt_dist_hm_px_00 [pix]	per_keypoint_top2_to_gt_dist_hm_px_01 [pix]	per_keypoint_top2_to_gt_dist_hm_px_02 [pix]	per_keypoint_top2_to_gt_dist_hm_px_03 [pix]	per_keypoint_top2_to_gt_dist_hm_px_04 [pix]	per_keypoint_top2_to_gt_dist_hm_px_05 [pix]	per_keypoint_top2_to_gt_dist_hm_px_06 [pix]	per_keypoint_top2_to_gt_dist_hm_px_07 [pix]	per_keypoint_top2_to_gt_dist_hm_px_08 [pix]	per_keypoint_top2_to_gt_dist_hm_px_09 [pix]	per_keypoint_top2_to_gt_dist_hm_px_10 [pix]	pnp_fail_cnt [cnt]	pnp_eval_cnt [cnt]	pnp_ok_cnt [cnt]	raw_epnp_ok_cnt [cnt]	pnp_fail_pct [%]	pose_valid_cnt [cnt]	reproj_err_median_px [pix]	reprojection_error_median_px [pix]	eT_median [m]	eR_median [deg]	pnp_ransac_fail_cnt [cnt]	pnp_ransac_eval_cnt [cnt]	pnp_ransac_ok_cnt [cnt]	ransac_ok_cnt [cnt]	pnp_ransac_fail_pct [%]	pnp_ransac_inlier_cnt [cnt]	pnp_ransac_inlier_cnt_median [cnt]	eT_ransac [m]	eT_ransac_median [m]	eR_ransac [deg]	eR_ransac_median [deg]	per_keypoint_ransac_inlier_freq_pct_00 [%]	per_keypoint_ransac_inlier_freq_pct_01 [%]	per_keypoint_ransac_inlier_freq_pct_02 [%]	per_keypoint_ransac_inlier_freq_pct_03 [%]	per_keypoint_ransac_inlier_freq_pct_04 [%]	per_keypoint_ransac_inlier_freq_pct_05 [%]	per_keypoint_ransac_inlier_freq_pct_06 [%]	per_keypoint_ransac_inlier_freq_pct_07 [%]	per_keypoint_ransac_inlier_freq_pct_08 [%]	per_keypoint_ransac_inlier_freq_pct_09 [%]	per_keypoint_ransac_inlier_freq_pct_10 [%]
23	1.224945	0.040023	0.028798	0.028486	2.161723	1.778283	0.009694	0.007974	0.002203	0.001834	99.987861	99.996968	100.000000	97.063684	0.038290	0.003248	0.529744	0.010231	0.034658	0.034581	74.383091	141.315158	1.795871	1.661467	1.590811	1.651465	1.878803	1.854628	1.865590	1.950967	1.626347	1.586354	1.573872	95.363042	96.855184	97.065385	97.088215	95.351379	96.187757	95.671579	95.005875	96.083829	96.469542	96.325851	99.328975	99.614396	99.639609	99.500345	99.293880	99.387018	99.309474	99.185832	99.360625	99.439751	99.421256	99.982794	100.000000	100.000000	100.000000	99.991594	100.000000	99.983158	99.974820	99.973359	99.973321	99.991231	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	100.000000	99.991120	99.982214	100.000000	0.037821	0.038740	0.039248	0.038345	0.037756	0.037396	0.037980	0.038317	0.038328	0.038929	0.038766	0.036316	0.037085	0.037542	0.036738	0.036237	0.035855	0.036421	0.036717	0.036892	0.037420	0.037290	1.041484	1.044692	1.045560	1.043802	1.041943	1.043061	1.042846	1.043589	1.039017	1.040439	1.039814	0.659807	0.614592	0.599386	0.610944	0.671908	0.657109	0.668306	0.691007	0.645757	0.640884	0.627125	0.838747	0.830758	0.822182	0.828127	0.863941	0.858801	0.867421	0.888768	0.805923	0.808054	0.798480	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11000.000000	4.849221	4.849221	0.027188	0.898191	223.000000	11994.000000	11771.000000	11771.000000	1.859263	9.734432	11.000000	0.036158	0.025707	1.137499	0.872209	90.953503	93.625706	93.346669	93.221670	85.788799	89.102400	91.625995	85.626494	91.567238	92.355372	91.087265
24	1.198292	0.040492	0.028418	0.028106	2.130332	1.749518	0.009553	0.007845	0.002170	0.001805	99.980471	99.997726	100.000000	97.063684	0.038756	0.003304	0.528159	0.010210	0.033741	0.034153	74.422317	141.435227	1.776148	1.655094	1.573836	1.652140	1.801718	1.799453	1.843782	1.890725	1.715956	1.552763	1.576105	95.715760	97.017995	97.503003	97.260510	95.721251	96.431270	95.764211	95.568239	96.092709	96.594042	96.220624	99.363386	99.614396	99.596705	99.543418	99.369536	99.387018	99.275789	99.353702	99.413906	99.502001	99.412487	99.956986	100.000000	99.991419	99.991385	99.974781	100.000000	99.983158	99.974820	99.964479	99.964429	99.991231	99.991397	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	100.000000	99.991120	100.000000	100.000000	0.038764	0.039976	0.039110	0.039554	0.038124	0.038879	0.038449	0.037834	0.038619	0.038314	0.039059	0.037191	0.038221	0.037419	0.037830	0.036591	0.037196	0.036843	0.036270	0.037056	0.036856	0.037568	1.042388	1.046043	1.045319	1.045690	1.042004	1.045346	1.043609	1.043106	1.042280	1.039553	1.039945	0.657951	0.607573	0.599840	0.606347	0.658398	0.640020	0.659624	0.675604	0.643202	0.627537	0.630440	0.850037	0.822750	0.818760	0.822021	0.852940	0.843675	0.862072	0.874694	0.821646	0.808841	0.793360	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11019.000000	4.690283	4.690283	0.027499	0.885634	219.000000	11994.000000	11775.000000	11775.000000	1.825913	9.768408	11.000000	0.036145	0.025671	1.124279	0.873006	91.417357	93.382545	93.584282	93.002356	86.637599	89.892436	91.944872	86.706485	91.263790	92.771193	91.297791
25	1.196847	0.036749	0.027830	0.027495	2.096353	1.719330	0.009401	0.007710	0.002129	0.001783	99.983639	99.997726	100.000000	97.063684	0.038435	0.003209	0.529157	0.010403	0.034888	0.034678	74.506450	141.837815	1.782234	1.563331	1.536525	1.633030	1.762266	1.802057	1.882660	1.903879	1.524248	1.488024	1.534480	95.526497	97.292202	97.563068	97.303584	96.208810	96.624402	95.957895	95.417156	96.740964	96.869720	96.808137	99.303166	99.691517	99.691093	99.526189	99.352724	99.538164	99.351579	99.236193	99.511589	99.653179	99.473869	99.948383	100.000000	100.000000	99.991385	99.983188	100.000000	99.991579	99.966426	99.982240	99.982214	99.991231	99.991397	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	99.991107	100.000000	0.038056	0.038262	0.038751	0.038319	0.038631	0.038175	0.037930	0.037922	0.038925	0.039139	0.039099	0.036561	0.036665	0.037059	0.036705	0.037077	0.036586	0.036375	0.036369	0.037485	0.037621	0.037634	1.040962	1.043631	1.045780	1.044040	1.042081	1.043562	1.042822	1.042662	1.038604	1.040529	1.039106	0.657221	0.599099	0.591782	0.612314	0.642753	0.644650	0.656297	0.676507	0.638306	0.614836	0.625100	0.844863	0.819157	0.811502	0.834172	0.844462	0.854251	0.850573	0.874677	0.790433	0.796867	0.790687	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11043.000000	4.887817	4.887817	0.024696	0.874930	230.000000	11994.000000	11764.000000	11764.000000	1.917625	9.778307	11.000000	0.033348	0.023847	1.110962	0.867092	91.733589	93.900426	93.694007	93.303065	86.763070	89.245750	91.799486	86.277858	91.630035	92.750629	91.549796
26	1.146983	0.034480	0.026503	0.026140	2.021797	1.662163	0.009066	0.007454	0.002048	0.001703	99.986482	99.999242	100.000000	97.063684	0.038261	0.003112	0.529492	0.009907	0.035214	0.034655	74.569138	141.706799	1.708213	1.579976	1.517483	1.581386	1.679415	1.724457	1.686329	1.795721	1.510283	1.476005	1.523422	95.905024	97.275064	97.554488	97.596485	96.477808	96.817533	96.614737	96.055061	96.572240	96.860827	96.685374	99.397798	99.700086	99.631028	99.603722	99.419973	99.538164	99.368421	99.370489	99.591511	99.590929	99.544020	99.965588	100.000000	100.000000	100.000000	99.983188	100.000000	99.983158	99.974820	99.982240	99.982214	99.991231	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.037668	0.038700	0.038579	0.037820	0.037168	0.037722	0.038085	0.038085	0.039547	0.039042	0.038915	0.036194	0.037066	0.036942	0.036257	0.035741	0.036165	0.036532	0.036514	0.038107	0.037595	0.037436	1.040793	1.044204	1.044453	1.043240	1.039972	1.043210	1.042589	1.043105	1.038041	1.038735	1.039778	0.638264	0.598266	0.585190	0.602276	0.631606	0.633538	0.628330	0.656820	0.646088	0.619132	0.627569	0.835038	0.819398	0.816550	0.818945	0.835203	0.844978	0.838882	0.861832	0.777630	0.788164	0.793173	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11089.000000	4.517692	4.517692	0.023694	0.851682	219.000000	11994.000000	11775.000000	11775.000000	1.825913	9.832781	11.000000	0.032080	0.022729	1.079416	0.838825	91.609977	93.897569	93.827697	93.464223	88.016070	90.190387	93.058290	87.665386	91.885591	93.021376	91.786411
27	1.187804	0.035244	0.027297	0.026946	2.061234	1.697416	0.009243	0.007612	0.002098	0.001745	99.985492	99.997726	100.000000	97.063684	0.038638	0.003040	0.527787	0.009375	0.034573	0.034444	74.647275	141.661347	1.744807	1.563229	1.553272	1.600232	1.689394	1.692435	1.712280	1.869658	1.542932	1.526914	1.542230	95.543703	97.369323	97.237000	97.260510	96.477808	96.926694	96.345263	95.333221	96.696563	96.531792	96.352157	99.406401	99.682948	99.673932	99.586492	99.436785	99.504576	99.393684	99.244586	99.413906	99.644286	99.517713	99.974191	100.000000	100.000000	100.000000	99.983188	100.000000	99.983158	99.966426	99.982240	99.973321	99.991231	100.000000	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	100.000000	99.991120	100.000000	100.000000	0.038840	0.038623	0.038903	0.039098	0.038394	0.038449	0.037563	0.038774	0.039185	0.038697	0.038851	0.037285	0.036990	0.037231	0.037435	0.036849	0.036835	0.036072	0.037154	0.037691	0.037268	0.037370	1.041763	1.044273	1.045099	1.044587	1.041999	1.043941	1.041425	1.043720	1.039726	1.038516	1.039876	0.649754	0.593522	0.592804	0.601488	0.636978	0.627835	0.635601	0.670365	0.633803	0.635823	0.622764	0.844425	0.816712	0.818599	0.824780	0.843087	0.836584	0.848579	0.874415	0.795799	0.797676	0.800335	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11085.000000	4.513910	4.513910	0.023900	0.906092	193.000000	11994.000000	11801.000000	11801.000000	1.609138	9.814507	11.000000	0.032566	0.022988	1.143228	0.881529	91.493993	94.155900	93.708236	93.597561	88.407404	90.030675	92.856533	86.705842	91.644277	92.945500	91.496900
28	1.123538	0.036410	0.026424	0.026082	2.002860	1.649136	0.008981	0.007395	0.002038	0.001716	99.989473	99.999242	100.000000	97.063684	0.038925	0.003082	0.527500	0.009623	0.033886	0.034285	74.457946	141.661413	1.736771	1.592025	1.510541	1.542848	1.685821	1.697091	1.681529	1.767190	1.562680	1.457282	1.498570	95.930833	97.446444	97.914879	97.889387	96.486214	96.834327	96.816842	96.206144	96.900808	97.172076	97.132585	99.406401	99.622965	99.656770	99.629566	99.428379	99.487782	99.360000	99.462817	99.520469	99.573144	99.614170	99.974191	100.000000	100.000000	100.000000	100.000000	99.991603	99.983158	99.966426	99.982240	99.991107	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.039308	0.039260	0.038938	0.039549	0.038394	0.038583	0.038328	0.038459	0.039478	0.039034	0.039185	0.037703	0.037561	0.037239	0.037862	0.036863	0.036952	0.036737	0.036875	0.037910	0.037549	0.037635	1.042698	1.045373	1.045770	1.044697	1.041685	1.044262	1.043435	1.043012	1.041585	1.039765	1.041377	0.638374	0.589919	0.577452	0.593815	0.629440	0.629805	0.626065	0.654114	0.627811	0.604536	0.605073	0.831229	0.814571	0.814201	0.809192	0.835470	0.834900	0.840779	0.860549	0.802036	0.776165	0.790978	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11118.000000	4.455234	4.455234	0.024988	0.840245	190.000000	11994.000000	11804.000000	11804.000000	1.584125	9.838106	11.000000	0.033459	0.024096	1.069502	0.832277	92.024380	93.910784	93.673523	93.304310	88.717380	89.866303	92.816877	87.654321	92.149315	93.083341	92.220550
29	1.132218	0.033481	0.026023	0.025658	1.969295	1.625022	0.008831	0.007287	0.002005	0.001667	99.987861	99.998484	100.000000	97.063684	0.038685	0.003063	0.528154	0.009765	0.034802	0.034604	74.646698	141.912349	1.685524	1.515056	1.503457	1.569358	1.696371	1.670275	1.632822	1.768294	1.438891	1.419488	1.464807	96.145905	97.643530	98.069332	97.734321	96.788837	97.103031	96.884211	96.264898	96.962970	97.180969	96.913364	99.423606	99.725793	99.682512	99.586492	99.462004	99.521370	99.494737	99.420849	99.573750	99.653179	99.614170	99.965588	99.991431	99.991419	100.000000	100.000000	100.000000	99.983158	99.974820	99.982240	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	100.000000	99.991120	100.000000	100.000000	0.038835	0.037886	0.038602	0.038684	0.038383	0.038784	0.038832	0.038313	0.039085	0.039601	0.038898	0.037249	0.036318	0.036954	0.037044	0.036840	0.037152	0.037229	0.036722	0.037664	0.038139	0.037447	1.042720	1.043303	1.044800	1.044411	1.042061	1.044112	1.043180	1.043370	1.037950	1.038643	1.039018	0.633808	0.589963	0.587266	0.595673	0.626594	0.616375	0.621296	0.649634	0.619417	0.618335	0.610770	0.833540	0.813352	0.816156	0.812077	0.831467	0.835896	0.832275	0.856756	0.774382	0.779439	0.783921	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11147.000000	4.500462	4.500462	0.022949	0.824947	196.000000	11994.000000	11798.000000	11798.000000	1.634150	9.863112	11.000000	0.031154	0.022090	1.046508	0.821787	92.125436	94.339459	94.073753	93.555691	88.420514	90.735532	92.879733	87.393526	92.095358	93.694502	92.643414
30	1.139050	0.033995	0.026261	0.025909	1.984007	1.640372	0.008897	0.007356	0.002014	0.001684	99.987071	100.000000	100.000000	97.063684	0.038526	0.002956	0.528234	0.009241	0.034642	0.034444	74.698577	141.739327	1.699705	1.519002	1.472108	1.554393	1.684521	1.679438	1.684846	1.751523	1.439452	1.425821	1.504415	95.586717	97.420737	97.769006	97.596485	96.242434	96.800739	96.690526	96.248111	97.096173	97.163184	97.053665	99.440812	99.691517	99.768320	99.620951	99.495629	99.496179	99.452632	99.437636	99.564870	99.662072	99.596633	99.974191	100.000000	100.000000	99.982771	99.991594	100.000000	99.991579	99.966426	99.991120	99.982214	99.991231	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	0.038796	0.038364	0.039046	0.038988	0.038121	0.037584	0.038135	0.038232	0.039263	0.039096	0.038556	0.037253	0.036758	0.037382	0.037330	0.036598	0.036058	0.036583	0.036656	0.037811	0.037621	0.037038	1.041621	1.043851	1.044744	1.044629	1.041799	1.042465	1.042537	1.043054	1.038630	1.039430	1.041187	0.639889	0.583832	0.577901	0.588670	0.631733	0.629406	0.620146	0.649130	0.618654	0.603727	0.605818	0.826429	0.817500	0.812150	0.815740	0.826353	0.837399	0.833673	0.853902	0.778587	0.784075	0.790835	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11130.000000	4.411094	4.411094	0.023577	0.839865	199.000000	11994.000000	11795.000000	11795.000000	1.659163	9.854599	11.000000	0.031621	0.022716	1.064776	0.828339	91.879411	94.277787	94.177874	93.560474	87.512803	89.932657	92.814422	87.853492	92.780365	93.486453	92.759660
31	1.125620	0.034578	0.026171	0.025803	1.936698	1.579587	0.008685	0.007083	0.001963	0.001629	99.991366	99.999242	100.000000	97.063684	0.038414	0.002856	0.528293	0.008707	0.035044	0.034628	74.523454	141.900122	1.626211	1.499902	1.456810	1.529882	1.611414	1.642080	1.630952	1.694758	1.438196	1.402836	1.459671	96.455609	97.557841	97.863395	97.536182	97.057835	97.170207	96.917895	96.457949	96.918569	97.261005	96.676605	99.509635	99.648672	99.759739	99.629566	99.512441	99.512973	99.418947	99.437636	99.529349	99.653179	99.561557	99.991397	100.000000	100.000000	99.991385	100.000000	100.000000	99.991579	99.983213	99.982240	99.982214	99.991231	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.037654	0.038525	0.038390	0.038060	0.038478	0.038662	0.038080	0.038449	0.039157	0.038853	0.038503	0.036188	0.036909	0.036764	0.036497	0.036933	0.037041	0.036530	0.036852	0.037739	0.037414	0.037048	1.040562	1.043913	1.044400	1.042990	1.042017	1.043968	1.042535	1.043457	1.037784	1.038693	1.039494	0.623216	0.580771	0.573051	0.593446	0.618416	0.609519	0.610997	0.635580	0.626170	0.608551	0.612383	0.821335	0.805199	0.806464	0.811987	0.826195	0.830332	0.827755	0.849659	0.771303	0.777436	0.789040	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11181.000000	4.632788	4.632788	0.023070	0.824735	181.000000	11994.000000	11813.000000	11813.000000	1.509088	9.906544	11.000000	0.032769	0.022168	1.057606	0.807471	92.581318	94.370345	94.208427	93.977372	88.602096	91.361702	93.316832	88.808572	92.759331	93.710241	92.812887
32	1.079083	0.032899	0.025028	0.024655	1.889661	1.550540	0.008474	0.006953	0.001914	0.001590	99.991515	99.999242	100.000000	97.063684	0.039098	0.002895	0.526225	0.008924	0.034617	0.034403	74.579705	141.664583	1.578816	1.448444	1.408719	1.476488	1.576258	1.593518	1.626250	1.710021	1.394421	1.374011	1.431999	96.687887	97.789203	98.086494	97.906616	96.973773	97.287766	97.018947	96.533490	97.344818	97.510004	97.062434	99.509635	99.742931	99.768320	99.646795	99.562878	99.596943	99.494737	99.378882	99.662552	99.644286	99.587864	99.991397	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	99.966426	99.982240	99.991107	99.991231	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.039043	0.039375	0.039720	0.039441	0.038800	0.038535	0.038313	0.038965	0.039273	0.039323	0.039608	0.037490	0.037689	0.038004	0.037779	0.037226	0.036927	0.036760	0.037332	0.037834	0.037851	0.038112	1.041597	1.044902	1.045364	1.044197	1.042494	1.043736	1.042430	1.043894	1.038302	1.039109	1.039528	0.616059	0.574779	0.566448	0.578776	0.607852	0.605893	0.612388	0.642055	0.617628	0.597405	0.607160	0.813581	0.798982	0.797969	0.799978	0.824125	0.828772	0.824582	0.847043	0.766781	0.768375	0.776313	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11198.000000	4.252532	4.252532	0.022703	0.793418	174.000000	11994.000000	11820.000000	11820.000000	1.450725	9.926988	11.000000	0.030495	0.021313	1.027633	0.777120	92.741655	94.851605	94.684817	94.074654	89.304266	90.864240	93.514252	88.819929	93.191984	94.147172	92.693498
33	1.099756	0.033253	0.025418	0.025041	1.901066	1.558186	0.008525	0.006987	0.001924	0.001599	99.990440	99.998484	100.000000	97.063684	0.038899	0.002850	0.526905	0.008826	0.034599	0.034525	74.592505	141.765783	1.652480	1.450108	1.421520	1.492067	1.598117	1.589850	1.595351	1.694823	1.428247	1.378128	1.403676	96.326566	97.866324	98.052171	97.872157	97.007397	97.262575	97.263158	96.449555	97.069532	97.474433	97.439495	99.492429	99.734362	99.768320	99.664025	99.537660	99.563355	99.520000	99.429243	99.520469	99.670965	99.631708	99.974191	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.974820	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	99.991107	100.000000	0.038434	0.039357	0.038757	0.038513	0.038990	0.039573	0.038947	0.038529	0.039405	0.038971	0.038650	0.036896	0.037666	0.037119	0.036910	0.037411	0.037886	0.037350	0.036960	0.037940	0.037514	0.037190	1.041883	1.045132	1.044387	1.043610	1.042390	1.044753	1.042919	1.042608	1.038845	1.039054	1.039565	0.628799	0.569983	0.564757	0.576671	0.613313	0.600768	0.606712	0.636137	0.612224	0.603005	0.593735	0.823647	0.801566	0.799350	0.809190	0.818827	0.820517	0.826403	0.850935	0.774352	0.774558	0.772612	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11212.000000	4.244272	4.244272	0.023113	0.790192	174.000000	11994.000000	11820.000000	11820.000000	1.450725	9.925465	11.000000	0.031281	0.022297	1.019041	0.777748	92.706885	94.891775	94.738211	94.581666	89.005280	91.474517	93.550589	88.454344	92.537581	94.138735	92.574257
34	1.070560	0.036630	0.025481	0.025142	1.878667	1.537812	0.008425	0.006896	0.001906	0.001593	99.990724	100.000000	100.000000	97.063684	0.038170	0.002742	0.528809	0.008444	0.034903	0.034561	74.440795	141.424304	1.590270	1.427737	1.404400	1.469482	1.566019	1.584142	1.564525	1.690514	1.436778	1.449345	1.458084	96.696490	97.832048	98.077913	98.053067	96.956960	97.346545	97.136842	96.625818	97.256016	97.563361	97.421957	99.544047	99.734362	99.785481	99.664025	99.520847	99.605340	99.528421	99.454423	99.547109	99.679858	99.622939	99.982794	100.000000	100.000000	99.991385	99.983188	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	0.038035	0.038332	0.038553	0.038720	0.037206	0.038631	0.037994	0.037795	0.038343	0.038103	0.038413	0.036536	0.036747	0.036919	0.037111	0.035774	0.037010	0.036468	0.036280	0.036914	0.036651	0.036966	1.041177	1.043334	1.044442	1.043529	1.040187	1.044056	1.042009	1.041872	1.038927	1.039821	1.039411	0.610754	0.570903	0.561867	0.580166	0.610453	0.600214	0.600073	0.630268	0.602935	0.589946	0.596890	0.810937	0.796096	0.798391	0.804306	0.819243	0.819349	0.817659	0.842930	0.779430	0.780614	0.780953	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11227.000000	4.202635	4.202635	0.025744	0.777347	166.000000	11994.000000	11828.000000	11828.000000	1.384025	9.943439	11.000000	0.033850	0.024816	0.989683	0.771657	92.750348	95.087780	94.402565	94.243478	89.913177	91.284755	93.476592	89.095699	92.993744	94.150842	93.314468
